Level,year,re288_state,base_state,Outs,Balls,Strikes,n_obs,run_expectancy
D1,2022,001|1|2-1,001,1,2,1,148,1.0067567567567568
D1,2022,001|1|2-2,001,1,2,2,229,0.9344978165938864
D1,2022,001|1|3-0,001,1,3,0,56,1.4107142857142858
D1,2022,001|1|3-1,001,1,3,1,66,1.2727272727272727
D1,2022,001|1|3-2,001,1,3,2,152,1.0855263157894737
D1,2022,001|2|0-0,001,2,0,0,879,0.4539249146757679
D1,2022,001|2|0-1,001,2,0,1,412,0.41019417475728154
D1,2022,001|2|0-2,001,2,0,2,207,0.2608695652173913
D1,2022,001|2|1-0,001,2,1,0,385,0.45714285714285713
D1,2022,001|2|1-1,001,2,1,1,381,0.4146981627296588
D1,2022,001|2|1-2,001,2,1,2,343,0.29737609329446063
D1,2022,001|2|2-0,001,2,2,0,159,0.41509433962264153
D1,2022,001|2|2-1,001,2,2,1,222,0.4189189189189189
D1,2022,001|2|2-2,001,2,2,2,310,0.34516129032258064
D1,2022,001|2|3-0,001,2,3,0,71,0.5070422535211268
D1,2022,001|2|3-1,001,2,3,1,125,0.424
D1,2022,001|2|3-2,001,2,3,2,241,0.37344398340248963
D1,2022,010|0|0-0,010,0,0,0,2796,1.463519313304721
D1,2022,010|0|0-1,010,0,0,1,1329,1.3799849510910458
D1,2022,010|0|0-2,010,0,0,2,722,1.3185595567867037
D1,2022,010|0|1-0,010,0,1,0,1240,1.4830645161290323
D1,2022,010|0|1-1,010,0,1,1,1197,1.406015037593985
D1,2022,010|0|1-2,010,0,1,2,1068,1.24625468164794
D1,2022,010|0|2-0,010,0,2,0,526,1.7053231939163498
D1,2022,010|0|2-1,010,0,2,1,751,1.5312916111850865
D1,2022,010|0|2-2,010,0,2,2,998,1.2965931863727456
D1,2022,010|0|3-0,010,0,3,0,204,2.034313725490196
D1,2022,010|0|3-1,010,0,3,1,381,1.7349081364829397
D1,2022,010|0|3-2,010,0,3,2,667,1.4182908545727135
D1,2022,010|1|0-0,010,1,0,0,5316,0.9149736644093304
D1,2022,010|1|0-1,010,1,0,1,2382,0.8463476070528967
D1,2022,010|1|0-2,010,1,0,2,1263,0.7363420427553444
D1,2022,010|1|1-0,010,1,1,0,2564,0.9516380655226209
D1,2022,010|1|1-1,010,1,1,1,2275,0.8646153846153846
D1,2022,010|1|1-2,010,1,1,2,2096,0.7194656488549618
D1,2022,010|1|2-0,010,1,2,0,1036,1.0617760617760619
D1,2022,010|1|2-1,010,1,2,1,1389,0.978401727861771
D1,2022,010|1|2-2,010,1,2,2,1903,0.8386757750919601
D1,2022,010|1|3-0,010,1,3,0,425,1.223529411764706
D1,2022,010|1|3-1,010,1,3,1,731,1.0642954856361149
D1,2022,010|1|3-2,010,1,3,2,1264,0.9003164556962026
D1,2022,010|2|0-0,010,2,0,0,6954,0.4187517975266034
D1,2022,010|2|0-1,010,2,0,1,3236,0.35939431396786153
D1,2022,010|2|0-2,010,2,0,2,1651,0.26892792247122954
D1,2022,010|2|1-0,010,2,1,0,3198,0.4537210756722952
D1,2022,010|2|1-1,010,2,1,1,2948,0.3816146540027137
D1,2022,010|2|1-2,010,2,1,2,2685,0.3139664804469274
D1,2022,010|2|2-0,010,2,2,0,1382,0.49421128798842257
D1,2022,010|2|2-1,010,2,2,1,1769,0.4245336348219333
D1,2022,010|2|2-2,010,2,2,2,2457,0.34554334554334554
D1,2022,010|2|3-0,010,2,3,0,611,0.5351882160392799
D1,2022,010|2|3-1,010,2,3,1,911,0.5071350164654226
D1,2022,010|2|3-2,010,2,3,2,1699,0.4125956444967628
D1,2022,011|0|0-0,011,0,0,0,621,2.342995169082126
D1,2022,011|0|0-1,011,0,0,1,266,2.180451127819549
D1,2022,011|0|0-2,011,0,0,2,134,1.671641791044776
D1,2022,011|0|1-0,011,0,1,0,267,2.4419475655430714
D1,2022,011|0|1-1,011,0,1,1,208,2.3221153846153846
D1,2022,011|0|1-2,011,0,1,2,173,1.9017341040462428
D1,2022,011|0|2-0,011,0,2,0,111,2.8468468468468466
D1,2022,011|0|2-1,011,0,2,1,113,2.584070796460177
D1,2022,011|0|2-2,011,0,2,2,138,2.3115942028985508
D1,2022,011|0|3-0,011,0,3,0,39,3.0
D1,2022,011|0|3-1,011,0,3,1,57,3.0
D1,2022,011|0|3-2,011,0,3,2,82,2.8292682926829267
D1,2022,011|1|0-0,011,1,0,0,1634,1.627906976744186
D1,2022,011|1|0-1,011,1,0,1,712,1.5926966292134832
D1,2022,011|1|0-2,011,1,0,2,358,1.3156424581005586
D1,2022,011|1|1-0,011,1,1,0,706,1.6473087818696883
D1,2022,011|1|1-1,011,1,1,1,557,1.614003590664273
D1,2022,011|1|1-2,011,1,1,2,469,1.5479744136460554
D1,2022,011|1|2-0,011,1,2,0,290,1.7517241379310344
D1,2022,011|1|2-1,011,1,2,1,291,1.5360824742268042
D1,2022,011|1|2-2,011,1,2,2,349,1.495702005730659
D1,2022,011|1|3-0,011,1,3,0,141,1.801418439716312
D1,2022,011|1|3-1,011,1,3,1,145,1.8482758620689654
D1,2022,011|1|3-2,011,1,3,2,216,1.6712962962962963
D1,2022,011|2|0-0,011,2,0,0,1511,0.6829913964262078
D1,2022,011|2|0-1,011,2,0,1,673,0.612184249628529
D1,2022,011|2|0-2,011,2,0,2,349,0.501432664756447
D1,2022,011|2|1-0,011,2,1,0,661,0.7004538577912254
D1,2022,011|2|1-1,011,2,1,1,557,0.5942549371633752
D1,2022,011|2|1-2,011,2,1,2,462,0.4696969696969697
D1,2022,011|2|2-0,011,2,2,0,276,0.7463768115942029
D1,2022,011|2|2-1,011,2,2,1,329,0.6869300911854104
D1,2022,011|2|2-2,011,2,2,2,406,0.5640394088669951
D1,2022,011|2|3-0,011,2,3,0,117,0.7863247863247863
D1,2022,011|2|3-1,011,2,3,1,168,0.6726190476190477
D1,2022,011|2|3-2,011,2,3,2,256,0.63671875
D1,2022,100|0|0-0,100,0,0,0,15390,1.2169590643274855
D1,2022,100|0|0-1,100,0,0,1,6570,1.0974124809741248
D1,2022,100|0|0-2,100,0,0,2,3133,0.992658793488669
D1,2022,100|0|1-0,100,0,1,0,6179,1.331768894643146
D1,2022,100|0|1-1,100,0,1,1,5283,1.1993185689948893
D1,2022,100|0|1-2,100,0,1,2,4466,1.03269144648455
D1,2022,100|0|2-0,100,0,2,0,2232,1.521953405017921
D1,2022,100|0|2-1,100,0,2,1,2844,1.340717299578059
D1,2022,100|0|2-2,100,0,2,2,3506,1.1491728465487736
D1,2022,100|0|3-0,100,0,3,0,822,1.7141119221411192
D1,2022,100|0|3-1,100,0,3,1,1384,1.5614161849710984
D1,2022,100|0|3-2,100,0,3,2,2242,1.3920606601248884
D1,2022,100|1|0-0,100,1,0,0,18283,0.7434775474484494
D1,2022,100|1|0-1,100,1,0,1,7879,0.6503363370986166
D1,2022,100|1|0-2,100,1,0,2,3886,0.5478641276376737
D1,2022,100|1|1-0,100,1,1,0,7610,0.8437582128777924
D1,2022,100|1|1-1,100,1,1,1,6416,0.7222568578553616
D1,2022,100|1|1-2,100,1,1,2,5571,0.613354873451804
D1,2022,100|1|2-0,100,1,2,0,2812,0.9775960170697012
D1,2022,100|1|2-1,100,1,2,1,3525,0.8297872340425532
D1,2022,100|1|2-2,100,1,2,2,4551,0.6908371786420567
D1,2022,100|1|3-0,100,1,3,0,1016,1.1525590551181102
D1,2022,100|1|3-1,100,1,3,1,1672,0.9892344497607656
D1,2022,100|1|3-2,100,1,3,2,2912,0.8495879120879121
D1,2022,100|2|0-0,100,2,0,0,18848,0.3202992359932088
D1,2022,100|2|0-1,100,2,0,1,8370,0.26738351254480286
D1,2022,100|2|0-2,100,2,0,2,4025,0.1972670807453416
D1,2022,100|2|1-0,100,2,1,0,7788,0.3686440677966102
D1,2022,100|2|1-1,100,2,1,1,6769,0.3077263997636283
D1,2022,100|2|1-2,100,2,1,2,5670,0.21798941798941798
D1,2022,100|2|2-0,100,2,2,0,2891,0.4216534071255621
D1,2022,100|2|2-1,100,2,2,1,3739,0.37148970312917895
D1,2022,100|2|2-2,100,2,2,2,4696,0.29088586030664393
D1,2022,100|2|3-0,100,2,3,0,1047,0.47277936962750716
D1,2022,100|2|3-1,100,2,3,1,1793,0.41606246514221973
D1,2022,100|2|3-2,100,2,3,2,3018,0.34559310801855536
D1,2022,101|0|0-0,101,0,0,0,478,2.1820083682008367
D1,2022,101|0|0-1,101,0,0,1,218,1.9541284403669725
D1,2022,101|0|0-2,101,0,0,2,112,1.7232142857142858
D1,2022,101|0|1-0,101,0,1,0,215,2.3767441860465115
D1,2022,101|0|1-1,101,0,1,1,183,2.098360655737705
D1,2022,101|0|1-2,101,0,1,2,156,1.8076923076923077
D1,2022,101|0|2-0,101,0,2,0,87,2.7126436781609193
D1,2022,101|0|2-1,101,0,2,1,108,2.4074074074074074
D1,2022,101|0|2-2,101,0,2,2,142,2.0492957746478875
D1,2022,101|0|3-0,101,0,3,0,35,2.8857142857142857
D1,2022,101|0|3-1,101,0,3,1,48,2.4583333333333335
D1,2022,101|0|3-2,101,0,3,2,66,2.0606060606060606
D1,2022,101|1|0-0,101,1,0,0,950,1.3736842105263158
D1,2022,101|1|0-1,101,1,0,1,414,1.2705314009661837
D1,2022,101|1|0-2,101,1,0,2,230,1.2652173913043478
D1,2022,101|1|1-0,101,1,1,0,458,1.537117903930131
D1,2022,101|1|1-1,101,1,1,1,390,1.3384615384615384
D1,2022,101|1|1-2,101,1,1,2,372,1.086021505376344
D1,2022,101|1|2-0,101,1,2,0,193,1.694300518134715
D1,2022,101|1|2-1,101,1,2,1,240,1.6125
D1,2022,101|1|2-2,101,1,2,2,299,1.2575250836120402
D1,2022,101|1|3-0,101,1,3,0,78,1.9743589743589745
D1,2022,101|1|3-1,101,1,3,1,133,1.7669172932330828
D1,2022,101|1|3-2,101,1,3,2,225,1.3377777777777777
D1,2022,101|2|0-0,101,2,0,0,1065,0.6769953051643193
D1,2022,101|2|0-1,101,2,0,1,488,0.6127049180327869
D1,2022,101|2|0-2,101,2,0,2,247,0.4939271255060729
D1,2022,101|2|1-0,101,2,1,0,502,0.6314741035856574
D1,2022,101|2|1-1,101,2,1,1,462,0.5865800865800865
D1,2022,101|2|1-2,101,2,1,2,355,0.4619718309859155
D1,2022,101|2|2-0,101,2,2,0,228,0.7236842105263158
D1,2022,101|2|2-1,101,2,2,1,299,0.6822742474916388
D1,2022,101|2|2-2,101,2,2,2,389,0.5886889460154242
D1,2022,101|2|3-0,101,2,3,0,97,0.9587628865979382
D1,2022,101|2|3-1,101,2,3,1,161,0.8322981366459627
D1,2022,101|2|3-2,101,2,3,2,277,0.5667870036101083
D1,2022,110|0|0-0,110,0,0,0,5423,1.981928821685414
D1,2022,110|0|0-1,110,0,0,1,2203,1.8747162959600545
D1,2022,110|0|0-2,110,0,0,2,1067,1.6860356138706654
D1,2022,110|0|1-0,110,0,1,0,2224,2.099370503597122
D1,2022,110|0|1-1,110,0,1,1,1831,1.9382850901146915
D1,2022,110|0|1-2,110,0,1,2,1530,1.7281045751633988
D1,2022,110|0|2-0,110,0,2,0,809,2.334981458590853
D1,2022,110|0|2-1,110,0,2,1,980,2.1489795918367345
D1,2022,110|0|2-2,110,0,2,2,1258,1.9141494435612083
D1,2022,110|0|3-0,110,0,3,0,286,2.734265734265734
D1,2022,110|0|3-1,110,0,3,1,492,2.4634146341463414
D1,2022,110|0|3-2,110,0,3,2,774,2.249354005167959
D1,2022,110|1|0-0,110,1,0,0,9773,1.287526859715543
D1,2022,110|1|0-1,110,1,0,1,4257,1.1940333568240544
D1,2022,110|1|0-2,110,1,0,2,2145,1.0214452214452214
D1,2022,110|1|1-0,110,1,1,0,4060,1.360344827586207
D1,2022,110|1|1-1,110,1,1,1,3492,1.2313860252004583
D1,2022,110|1|1-2,110,1,1,2,3002,1.0542971352431711
D1,2022,110|1|2-0,110,1,2,0,1543,1.541801685029164
D1,2022,110|1|2-1,110,1,2,1,1928,1.4190871369294606
D1,2022,110|1|2-2,110,1,2,2,2553,1.2303172737955346
D1,2022,110|1|3-0,110,1,3,0,558,1.7186379928315412
D1,2022,110|1|3-1,110,1,3,1,904,1.6648230088495575
D1,2022,110|1|3-2,110,1,3,2,1564,1.4028132992327367
D1,2022,110|2|0-0,110,2,0,0,12210,0.5947583947583948
D1,2022,110|2|0-1,110,2,0,1,5546,0.5001803101334295
D1,2022,110|2|0-2,110,2,0,2,2788,0.3637015781922525
D1,2022,110|2|1-0,110,2,1,0,5082,0.6696182605273514
D1,2022,110|2|1-1,110,2,1,1,4523,0.5737342471810745
D1,2022,110|2|1-2,110,2,1,2,3911,0.4111480439785221
D1,2022,110|2|2-0,110,2,2,0,1935,0.7488372093023256
D1,2022,110|2|2-1,110,2,2,1,2553,0.6517822169996083
D1,2022,110|2|2-2,110,2,2,2,3239,0.48286508181537513
D1,2022,110|2|3-0,110,2,3,0,723,0.8437067773167358
D1,2022,110|2|3-1,110,2,3,1,1244,0.772508038585209
D1,2022,110|2|3-2,110,2,3,2,2092,0.6171128107074569
D1,2022,111|0|0-0,111,0,0,0,1531,2.955584585238406
D1,2022,111|0|0-1,111,0,0,1,681,2.748898678414097
D1,2022,111|0|0-2,111,0,0,2,348,2.6120689655172415
D1,2022,111|0|1-0,111,0,1,0,614,3.022801302931596
D1,2022,111|0|1-1,111,0,1,1,525,2.940952380952381
D1,2022,111|0|1-2,111,0,1,2,489,2.6196319018404908
D1,2022,111|0|2-0,111,0,2,0,230,3.134782608695652
D1,2022,111|0|2-1,111,0,2,1,292,2.8835616438356166
D1,2022,111|0|2-2,111,0,2,2,380,2.736842105263158
D1,2022,111|0|3-0,111,0,3,0,83,3.7228915662650603
D1,2022,111|0|3-1,111,0,3,1,133,3.0977443609022557
D1,2022,111|0|3-2,111,0,3,2,202,2.8415841584158414
D1,2022,111|1|0-0,111,1,0,0,3238,1.9021000617665225
D1,2022,111|1|0-1,111,1,0,1,1416,1.7111581920903955
D1,2022,111|1|0-2,111,1,0,2,724,1.5524861878453038
D1,2022,111|1|1-0,111,1,1,0,1359,1.9948491537895512
D1,2022,111|1|1-1,111,1,1,1,1237,1.9054163298302345
D1,2022,111|1|1-2,111,1,1,2,1018,1.6699410609037328
D1,2022,111|1|2-0,111,1,2,0,495,2.107070707070707
D1,2022,111|1|2-1,111,1,2,1,678,2.028023598820059
D1,2022,111|1|2-2,111,1,2,2,857,1.8203033838973162
D1,2022,111|1|3-0,111,1,3,0,178,2.061797752808989
D1,2022,111|1|3-1,111,1,3,1,322,2.170807453416149
D1,2022,111|1|3-2,111,1,3,2,499,2.0781563126252505
D1,2022,111|2|0-0,111,2,0,0,4288,0.90625
D1,2022,111|2|0-1,111,2,0,1,1984,0.7288306451612904
D1,2022,111|2|0-2,111,2,0,2,1058,0.5661625708884688
D1,2022,111|2|1-0,111,2,1,0,1810,1.018232044198895
D1,2022,111|2|1-1,111,2,1,1,1648,0.8677184466019418
D1,2022,111|2|1-2,111,2,1,2,1412,0.6352691218130312
D1,2022,111|2|2-0,111,2,2,0,667,1.1754122938530736
D1,2022,111|2|2-1,111,2,2,1,913,1.0197152245345016
D1,2022,111|2|2-2,111,2,2,2,1208,0.8054635761589404
D1,2022,111|2|3-0,111,2,3,0,263,1.4752851711026616
D1,2022,111|2|3-1,111,2,3,1,474,1.3122362869198312
D1,2022,111|2|3-2,111,2,3,2,783,1.0638569604086845
D1,2023,000|0|0-0,000,0,0,0,66997,0.7565861157962297
D1,2023,000|0|0-1,000,0,0,1,31090,0.6811514956577678
D1,2023,000|0|0-2,000,0,0,2,15374,0.5975022765708339
D1,2023,000|0|1-0,000,0,1,0,27338,0.8323944692369596
D1,2023,000|0|1-1,000,0,1,1,25833,0.7332868811210467
D1,2023,000|0|1-2,000,0,1,2,23159,0.6205794723433654
D1,2023,000|0|2-0,000,0,2,0,10024,0.9564046288906624
D1,2023,000|0|2-1,000,0,2,1,14456,0.8425567238516879
D1,2023,000|0|2-2,000,0,2,2,19916,0.697981522394055
D1,2023,000|0|3-0,000,0,3,0,3591,1.1439710387078807
D1,2023,000|0|3-1,000,0,3,1,6889,1.0365800551604007
D1,2023,000|0|3-2,000,0,3,2,12829,0.8575103281627563
D1,2023,000|1|0-0,000,1,0,0,44281,0.3998554684853549
D1,2023,000|1|0-1,000,1,0,1,21264,0.352614747930775
D1,2023,000|1|0-2,000,1,0,2,10729,0.29322397241122194
D1,2023,000|1|1-0,000,1,1,0,18085,0.44982029306054744
D1,2023,000|1|1-1,000,1,1,1,17599,0.38826069663049034
D1,2023,000|1|1-2,000,1,1,2,15979,0.31679078790913073
D1,2023,000|1|2-0,000,1,2,0,6471,0.5184670066450316
D1,2023,000|1|2-1,000,1,2,1,9795,0.44430832057172026
D1,2023,000|1|2-2,000,1,2,2,14002,0.36673332381088414
D1,2023,000|1|3-0,000,1,3,0,2228,0.6499102333931778
D1,2023,000|1|3-1,000,1,3,1,4509,0.5677533821246397
D1,2023,000|1|3-2,000,1,3,2,9018,0.48669328010645374
D1,2023,000|2|0-0,000,2,0,0,33281,0.15837865448754546
D1,2023,000|2|0-1,000,2,0,1,15891,0.12692719149203952
D1,2023,000|2|0-2,000,2,0,2,7950,0.08830188679245284
D1,2023,000|2|1-0,000,2,1,0,13867,0.1890819932213168
D1,2023,000|2|1-1,000,2,1,1,13489,0.1510119356512714
D1,2023,000|2|1-2,000,2,1,2,12157,0.10841490499300814
D1,2023,000|2|2-0,000,2,2,0,5099,0.22651500294175328
D1,2023,000|2|2-1,000,2,2,1,7566,0.18398096748612214
D1,2023,000|2|2-2,000,2,2,2,10740,0.13770949720670392
D1,2023,000|2|3-0,000,2,3,0,1781,0.29590117911285796
D1,2023,000|2|3-1,000,2,3,1,3555,0.24725738396624472
D1,2023,000|2|3-2,000,2,3,2,6968,0.19675660160734787
D1,2023,001|0|0-0,001,0,0,0,493,1.7261663286004056
D1,2023,001|0|0-1,001,0,0,1,212,1.5943396226415094
D1,2023,001|0|0-2,001,0,0,2,114,1.3070175438596492
D1,2023,001|0|1-0,001,0,1,0,225,1.8222222222222222
D1,2023,001|0|1-1,001,0,1,1,175,1.6571428571428573
D1,2023,001|0|1-2,001,0,1,2,180,1.5166666666666666
D1,2023,001|0|2-0,001,0,2,0,96,2.1145833333333335
D1,2023,001|0|2-1,001,0,2,1,111,1.5315315315315314
D1,2023,001|0|2-2,001,0,2,2,137,1.5693430656934306
D1,2023,001|0|3-0,001,0,3,0,33,2.303030303030303
D1,2023,001|0|3-1,001,0,3,1,53,1.679245283018868
D1,2023,001|0|3-2,001,0,3,2,96,1.78125
D1,2023,001|1|0-0,001,1,0,0,1014,1.1854043392504932
D1,2023,001|1|0-1,001,1,0,1,433,1.117782909930716
D1,2023,001|1|0-2,001,1,0,2,217,1.032258064516129
D1,2023,001|1|1-0,001,1,1,0,455,1.2527472527472527
D1,2023,001|1|1-1,001,1,1,1,386,1.1191709844559585
D1,2023,001|1|1-2,001,1,1,2,340,0.9882352941176471
D1,2023,001|1|2-0,001,1,2,0,201,1.1890547263681592
D1,2023,001|1|2-1,001,1,2,1,247,1.1700404858299596
D1,2023,001|1|2-2,001,1,2,2,331,1.0362537764350452
D1,2023,001|1|3-0,001,1,3,0,82,1.1585365853658536
D1,2023,001|1|3-1,001,1,3,1,138,1.1594202898550725
D1,2023,001|1|3-2,001,1,3,2,234,1.0811965811965811
D1,2023,001|2|0-0,001,2,0,0,1219,0.4372436423297785
D1,2023,001|2|0-1,001,2,0,1,530,0.3886792452830189
D1,2023,001|2|0-2,001,2,0,2,264,0.2878787878787879
D1,2023,001|2|1-0,001,2,1,0,598,0.4782608695652174
D1,2023,001|2|1-1,001,2,1,1,538,0.39219330855018586
D1,2023,001|2|1-2,001,2,1,2,438,0.2853881278538813
D1,2023,001|2|2-0,001,2,2,0,227,0.5506607929515418
D1,2023,001|2|2-1,001,2,2,1,334,0.47005988023952094
D1,2023,001|2|2-2,001,2,2,2,449,0.35412026726057905
D1,2023,001|2|3-0,001,2,3,0,101,0.5742574257425742
D1,2023,001|2|3-1,001,2,3,1,190,0.48947368421052634
D1,2023,001|2|3-2,001,2,3,2,354,0.519774011299435
D1,2023,010|0|0-0,010,0,0,0,3924,1.4949031600407747
D1,2023,010|0|0-1,010,0,0,1,1843,1.4346174715138362
D1,2023,010|0|0-2,010,0,0,2,928,1.3642241379310345
D1,2023,010|0|1-0,010,0,1,0,1842,1.5678610206297503
D1,2023,010|0|1-1,010,0,1,1,1771,1.4336533032185206
D1,2023,010|0|1-2,010,0,1,2,1559,1.281590763309814
D1,2023,010|0|2-0,010,0,2,0,777,1.6872586872586872
D1,2023,010|0|2-1,010,0,2,1,1082,1.566543438077634
D1,2023,010|0|2-2,010,0,2,2,1415,1.4084805653710248
D1,2023,010|0|3-0,010,0,3,0,292,1.9726027397260273
D1,2023,010|0|3-1,010,0,3,1,562,1.8362989323843417
D1,2023,010|0|3-2,010,0,3,2,959,1.5276329509906152
D1,2023,010|1|0-0,010,1,0,0,7556,0.9322392800423505
D1,2023,010|1|0-1,010,1,0,1,3531,0.8623619371282922
D1,2023,010|1|0-2,010,1,0,2,1820,0.7164835164835165
D1,2023,010|1|1-0,010,1,1,0,3565,0.9612903225806452
D1,2023,010|1|1-1,010,1,1,1,3198,0.8767979987492183
D1,2023,010|1|1-2,010,1,1,2,3025,0.804297520661157
D1,2023,010|1|2-0,010,1,2,0,1538,1.0403120936280885
D1,2023,010|1|2-1,010,1,2,1,1888,0.9274364406779662
D1,2023,010|1|2-2,010,1,2,2,2701,0.8282117734172528
D1,2023,010|1|3-0,010,1,3,0,669,1.2062780269058295
D1,2023,010|1|3-1,010,1,3,1,1028,1.0972762645914398
D1,2023,010|1|3-2,010,1,3,2,1817,0.9581728123280132
D1,2023,010|2|0-0,010,2,0,0,9594,0.42880967271211173
D1,2023,010|2|0-1,010,2,0,1,4370,0.3723112128146453
D1,2023,010|2|0-2,010,2,0,2,2303,0.2674772036474164
D1,2023,010|2|1-0,010,2,1,0,4508,0.4642857142857143
D1,2023,010|2|1-1,010,2,1,1,4048,0.3987154150197628
D1,2023,010|2|1-2,010,2,1,2,3676,0.28291621327529926
D1,2023,010|2|2-0,010,2,2,0,1966,0.5264496439471007
D1,2023,010|2|2-1,010,2,2,1,2494,0.4342421812349639
D1,2023,010|2|2-2,010,2,2,2,3373,0.3320486214052772
D1,2023,010|2|3-0,010,2,3,0,841,0.6254458977407847
D1,2023,010|2|3-1,010,2,3,1,1339,0.544436146377894
D1,2023,010|2|3-2,010,2,3,2,2427,0.4182117840955913
D1,2023,011|0|0-0,011,0,0,0,873,2.4765177548682704
D1,2023,011|0|0-1,011,0,0,1,391,2.3887468030690537
D1,2023,011|0|0-2,011,0,0,2,224,2.3705357142857144
D1,2023,011|0|1-0,011,0,1,0,363,2.520661157024793
D1,2023,011|0|1-1,011,0,1,1,308,2.425324675324675
D1,2023,011|0|1-2,011,0,1,2,292,2.297945205479452
D1,2023,011|0|2-0,011,0,2,0,136,2.7205882352941178
D1,2023,011|0|2-1,011,0,2,1,156,2.448717948717949
D1,2023,011|0|2-2,011,0,2,2,203,2.6551724137931036
D1,2023,011|0|3-0,011,0,3,0,61,2.9508196721311477
D1,2023,011|0|3-1,011,0,3,1,80,2.775
D1,2023,011|0|3-2,011,0,3,2,122,2.6639344262295084
D1,2023,011|1|0-0,011,1,0,0,2331,1.5924495924495925
D1,2023,011|1|0-1,011,1,0,1,1011,1.4688427299703264
D1,2023,011|1|0-2,011,1,0,2,521,1.3723608445297504
D1,2023,011|1|1-0,011,1,1,0,989,1.6653185035389282
D1,2023,011|1|1-1,011,1,1,1,795,1.5119496855345913
D1,2023,011|1|1-2,011,1,1,2,709,1.38787023977433
D1,2023,011|1|2-0,011,1,2,0,401,1.7655860349127181
D1,2023,011|1|2-1,011,1,2,1,434,1.5944700460829493
D1,2023,011|1|2-2,011,1,2,2,567,1.4409171075837743
D1,2023,011|1|3-0,011,1,3,0,174,1.8333333333333333
D1,2023,011|1|3-1,011,1,3,1,189,1.687830687830688
D1,2023,011|1|3-2,011,1,3,2,347,1.6109510086455332
D1,2023,011|2|0-0,011,2,0,0,2159,0.7257989810097267
D1,2023,011|2|0-1,011,2,0,1,966,0.582815734989648
D1,2023,011|2|0-2,011,2,0,2,466,0.3626609442060086
D1,2023,011|2|1-0,011,2,1,0,949,0.8661749209694415
D1,2023,011|2|1-1,011,2,1,1,845,0.685207100591716
D1,2023,011|2|1-2,011,2,1,2,762,0.5039370078740157
D1,2023,011|2|2-0,011,2,2,0,382,0.9162303664921466
D1,2023,011|2|2-1,011,2,2,1,469,0.814498933901919
D1,2023,011|2|2-2,011,2,2,2,635,0.6031496062992125
D1,2023,011|2|3-0,011,2,3,0,157,1.1656050955414012
D1,2023,011|2|3-1,011,2,3,1,237,1.0464135021097047
D1,2023,011|2|3-2,011,2,3,2,394,0.7106598984771574
D1,2023,100|0|0-0,100,0,0,0,21186,1.2737184933446615
D1,2023,100|0|0-1,100,0,0,1,8996,1.1598488216985328
D1,2023,100|0|0-2,100,0,0,2,4362,1.0318661164603393
D1,2023,100|0|1-0,100,0,1,0,8671,1.391304347826087
D1,2023,100|0|1-1,100,0,1,1,7260,1.2599173553719007
D1,2023,100|0|1-2,100,0,1,2,6080,1.1036184210526316
D1,2023,100|0|2-0,100,0,2,0,3205,1.5572542901716069
D1,2023,100|0|2-1,100,0,2,1,4053,1.4256106587712805
D1,2023,100|0|2-2,100,0,2,2,5058,1.2255832344800317
D1,2023,100|0|3-0,100,0,3,0,1169,1.7442258340461934
D1,2023,100|0|3-1,100,0,3,1,1987,1.6129843985908405
D1,2023,100|0|3-2,100,0,3,2,3271,1.487924182207276
D1,2023,100|1|0-0,100,1,0,0,24827,0.7551858863334273
D1,2023,100|1|0-1,100,1,0,1,10818,0.6796080606396746
D1,2023,100|1|0-2,100,1,0,2,5304,0.5763574660633484
D1,2023,100|1|1-0,100,1,1,0,10322,0.8271652780468901
D1,2023,100|1|1-1,100,1,1,1,8829,0.708800543662929
D1,2023,100|1|1-2,100,1,1,2,7437,0.5893505445744252
D1,2023,100|1|2-0,100,1,2,0,3781,1.0021158423697434
D1,2023,100|1|2-1,100,1,2,1,4738,0.8484592655128746
D1,2023,100|1|2-2,100,1,2,2,6109,0.6727778687182845
D1,2023,100|1|3-0,100,1,3,0,1421,1.1379310344827587
D1,2023,100|1|3-1,100,1,3,1,2345,1.037953091684435
D1,2023,100|1|3-2,100,1,3,2,3819,0.8418434145064153
D1,2023,100|2|0-0,100,2,0,0,25250,0.344
D1,2023,100|2|0-1,100,2,0,1,11110,0.2917191719171917
D1,2023,100|2|0-2,100,2,0,2,5303,0.23514991514237224
D1,2023,100|2|1-0,100,2,1,0,10580,0.3887523629489603
D1,2023,100|2|1-1,100,2,1,1,9273,0.3311765340235091
D1,2023,100|2|1-2,100,2,1,2,7570,0.2428005284015852
D1,2023,100|2|2-0,100,2,2,0,3969,0.43209876543209874
D1,2023,100|2|2-1,100,2,2,1,5191,0.3694856482373339
D1,2023,100|2|2-2,100,2,2,2,6545,0.3043544690603514
D1,2023,100|2|3-0,100,2,3,0,1507,0.5368281353682813
D1,2023,100|2|3-1,100,2,3,1,2561,0.4533385396329559
D1,2023,100|2|3-2,100,2,3,2,4313,0.39554834222119173
D1,2023,101|0|0-0,101,0,0,0,639,2.247261345852895
D1,2023,101|0|0-1,101,0,0,1,292,2.106164383561644
D1,2023,101|0|0-2,101,0,0,2,153,1.8562091503267975
D1,2023,101|0|1-0,101,0,1,0,317,2.331230283911672
D1,2023,101|0|1-1,101,0,1,1,262,2.1908396946564888
D1,2023,101|0|1-2,101,0,1,2,226,1.8495575221238938
D1,2023,101|0|2-0,101,0,2,0,137,2.335766423357664
